review_text,review_rating
Efficient  Careing. I was impressed by how quickly I was seen,4
Worst emergency dept.. Reception is rubbish,1
"Waiting time over 4h on a Tuesday evening... Too less doctor
.. shame",1
The staff was so polite and helpful,5
The staff on the Reception was very rude to me and taking the piss out off me,1
"No parking, difficult to find the right building, rude staff.",1
So much waiting we waited 7 hours to meet a doctor and get our reports thats disgusting.,1
Good staff but please fix A&E wait time,3
"Horrible staff
Waiting time 5hrs",1
"Can never get through to who u need to talk to, they hardly answer the phone I've been trying for over a week to talk to 1 person and I'm still waiting, very disappointed",1
Staff were excellent food not so good,5
"Excellent experience. Professional, clean and extremely caring staff.",5
Very rude staff.,1
ok good,4
Avoid at all costs possably the worst hospital in the uk,1
Terrible I probably would have been better if id stayed home 😤😈😠,1
Great hospital!! Would recommend it to anyone☺😊,5
"Very very poor service. Look like everybody are busy, but no care at all.",1
Polite helpful and caring members of staff,5
Over 6 hours and still waiting,1
Clean. Staff are working under to much stress due to not enough resources staff beds etc....,4
"Excellent Care, Service and very helpful staff!! 🙏🏽❤️✌🏽👍🏽",5
Very good staff nice and clean hospitall,5
£10+ Parking for 10 hours!,1
No good treatment longe time wating 👎👎👎👎👎,1
very good hospital but need more speed,5
Uncaring attitude towards my partner from initial a n e nurses,2
Staff great but very old and drablooking,3
Great staff great facilities a lifesaver,5
Pharmacy  department  offer disgusting service.,1
So Apparently Here Was Born Liam Payne 🥺❤️,5
9/10 not perfect but still good.,4
Excellent care after admission for an angiogram,5
Shockingly bad place. Avoid at all costs.,1
Not a bad hospital as been to a few,4
__‍♀️,1
"Good staff, good facilities, good parking.",5
Because the tosspots it was an atmosphere,5
A quick and efficient service,5
Ok as a hospital appointment should be,4
Superb,5
Very good 👍 thanks,5
my mom died in there :D,5
Eye surgeons out of this world.,5
Took care of my.sick family.,5
Awful,1
Rip dad,5
Aweful hospital,1
Waiting times are ridiculous.,1
Always a positive service.,5
Absolutely terrible waste of time,1
Its taken 6 hours to be seen,2
Very good care given,5
Good,5
Nice friendly staff,5
Goid all round service,4
Very Rude Secretary,1
They're caring,4
Really nice staff,5
I was well looked after,5
Can’t fault this hospital !!!!,5
Nice hospital,5
Amazing staff!,5
First class care,5
"Clean, quick.",4
Not review for myself,1
Lovely staff,5
Parking is TERRIBLE.,2
Experienced racism,1
A long wait,5
Care is ok,3
Its lovely,5
Great hospital,4
Brill hospital,4
"Long wait. Quite disappointed with that, but my problem was solved.",4
Long wait in urgent treatment center even i told them i cant wait for long becoz i cant sit for long am fealing dizzy then after 3 hours i left the hospital without doctor check up no medication...they are coming to play candy crushh & whats app use thats it.,1
"A hospital was probably better, totally spartan rooms. Poor communication with patients.",3
recommend with all my heart. Grade 10 people.,5
Nice Prosnal 🥰Thank you so much for everyone,5
Here the most beautiful baby on this earth was born <3,5
Here The Most Beautiful Baby In The Universe Liam Payne Was Born,5
"Everyone is super nice and helpful, warm",5
 Thank you New Cross for taking care of Payne's mother⭐,5
VERY GOOD AND WELL ORGANIZED,5
 my baby was born here,5
Very kind staff!!!!!!,1
"Maternity, labor, postnatal and pediatric teams were all fantastic. I had a complicated delivery here that involved an emergency c-section, and five days after being discharged my baby was readmitted. While it was an incredibly stressful time, we knew we were in good hands with plenty of support and reassurance from the wonderful staff at every level. While there were maybe a few we had a harder time with, many of them were thoroughly lovely human beings who really impressed us with their proficiency and kindness. Thank you all for taking such good care of us!",5
